aircraft_id,tail_number,aircraft_model,airline,status,creation_date
9902,N194US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10021,N650AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10095,N823US,A319-,American Airlines,Active,2015-10-22T07:30:00.000
9903,N194UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9904,N195UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10020,N649AW,A320-100,American Airlines,Active,2015-10-22T07:30:00.000
10094,N822AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10093,N821UW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
9905,N196UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10049,N665UW,A320-100,American Airlines,Active,2015-10-22T07:30:00.000
9906,N197UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10092,N819UW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10091,N818UW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10019,N648AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10018,N647UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10050,N667AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10017,N647AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10090,N817AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10089,N816US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10088,N816AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10087,N814UW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
9907,N198UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10016,N644AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9908,N199UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10127,N971UW,EMB-190,American Airlines,Active,2015-10-22T07:30:00.000
10015,N642UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10086,N813AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10085,N812UW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10051,N668AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10084,N810AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10014,N640AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10052,N669AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10083,N809AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10082,N807US,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10013,N637UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10081,N806US,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10053,N669UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10128,N978UY,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10080,N805AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10079,N804AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10078,N803AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10036,N660AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9849,N128US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10077,N802AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10076,N801AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10012,N633US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9848,N127UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9847,N126UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9846,N125UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9845,N124UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10011,N632US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9844,N123US,A320-100,American Airlines,Active,2015-10-22T07:30:00.000
9843,N122UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10010,N631US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9842,N120EE,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9841,N119US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9840,N117UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10009,N629US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9839,N113UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9838,N113US,A319-,American Airlines,Active,2015-10-22T07:30:00.000
9837,N112US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9836,N111US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9909,N453US,B757-200,American Airlines,Active,2015-10-22T07:30:00.000
10008,N628UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9835,N110US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9834,N109UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10054,N671UA,B767-300,American Airlines,Active,2015-10-22T07:30:00.000
9833,N107US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9832,N105US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10055,N672AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9831,N104UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10056,N672UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9830,N103US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10007,N626UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9829,N102UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10057,N673AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10006,N625AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10005,N624UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10058,N674AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10004,N624AW,A320-100,American Airlines,Active,2015-10-22T07:30:00.000
10059,N675AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10060,N675US,A321-100,American Airlines,Active,2015-10-22T07:30:00.000
10061,N676AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10062,N677AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10003,N621UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10002,N621AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10063,N678AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9910,N507,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9911,N507AY,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10075,N762US,A319-,American Airlines,Active,2015-10-22T07:30:00.000
10001,N620AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9912,N507UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9913,N508AY,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9914,N509AY,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9915,N509UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9916,N510UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10110,N907SW,CRJ-900,American Airlines,Active,2015-10-22T07:30:00.000
10111,N908UW,B757-200,American Airlines,Active,2015-10-22T07:30:00.000
10065,N679AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9917,N519UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9918,N520UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9919,N521AW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10066,N679US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10129,N992US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9920,N521UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9921,N523UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10064,N679UW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10112,N912UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9922,N524UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9923,N524YW,A321-100,American Airlines,Active,2015-10-22T07:30:00.000
10113,N913UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10069,N745VJ,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10114,N915,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10067,N680AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10115,N915US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10116,N916US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9924,N534UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9925,N535AW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10074,N7386,B757-300,American Airlines,Active,2015-10-22T07:30:00.000
9926,N535UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10117,N917UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9927,N536US,B757-200,Delta Air Lines,Active,2015-10-22T07:30:00.000
9928,N536UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10068,N680US,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
10073,N733UW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
9929,N537UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9930,N538UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9931,N539AW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9932,N539UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9933,N540AW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10118,N918US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9934,N540UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9935,N541UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10119,N919US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9936,N542US,B757-200,American Airlines,Active,2015-10-22T07:30:00.000
9937,N542UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9938,N543US,B757-200,Delta Air Lines,Active,2015-10-22T07:30:00.000
9939,N543UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9940,N544UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9941,N545UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9942,N546AW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9943,N546UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9944,N547AW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9825,546UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9945,N547UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9826,552UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10120,N921US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9946,N548UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9947,N549US,B757-200,Delta Air Lines,Active,2015-10-22T07:30:00.000
9948,N549UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9949,N550UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9950,N551AW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9951,N551UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10121,N922US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9952,N552UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9953,N553UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10000,N604UW,A320-100,American Airlines,Active,2015-10-22T07:30:00.000
9954,N554UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10072,N715US,A319-,American Airlines,Active,2015-10-22T07:30:00.000
9955,N555AY,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10122,N923US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9956,N555UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9957,N556UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9958,N557UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9999,N604AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9959,N558UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10071,N711UW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
9960,N559US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9961,N559UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10123,N925UY,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9962,N560UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10126,N940US,B757-200,American Airlines,Active,2015-10-22T07:30:00.000
9963,N561UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9964,N562UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10124,N926UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9965,N563UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9966,N564UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10125,N927UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9968,N565UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9827,920US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9969,N566UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
10070,N708AW,A319-,American Airlines,Active,2015-10-22T07:30:00.000
9970,N567AW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9971,N567UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9998,N602AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9828,927UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9972,N568UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9977,N569UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9974,N569UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9975,N569UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9976,N569UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9973,N569UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9997,N601AW,A320-200,American Airlines,Active,2015-10-22T07:30:00.000
9978,N570UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9979,N571UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9980,N572UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9981,N573UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9982,N575AW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9983,N575UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9984,N576UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9985,N578UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9986,N579UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9987,N580UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9988,N581UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9989,N582US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9990,N582UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9991,N583UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9992,N584UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9993,N585US,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9994,N585UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9995,N586UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9996,N587UW,A321-200,American Airlines,Active,2015-10-22T07:30:00.000
9823,N914UW,A321-200,American Airlines,Active,2015-10-21T18:08:00.000
9822,B18710,B747-400,China Airlines,Active,2015-10-21T12:15:00.000
9821,HP-1843,B737-800,"COPA Airlines, Inc.",Active,2015-10-19T16:27:00.000
9820,PH-BFN,B747-400,KLM Royal Dutch Airlines,Active,2015-10-19T15:41:00.000
9819,HP-1839,B737-800,"COPA Airlines, Inc.",Active,2015-10-18T16:33:00.000
9818,N952AT,B717-,Delta Air Lines,Active,2015-10-17T14:40:00.000
9817,N925UY,A321-200,US Airways,Inactive,2015-10-15T21:38:00.000
9816,HP-1847,B737-800,"COPA Airlines, Inc.",Active,2015-10-15T16:23:00.000
9815,HP-1739,B737-800,"COPA Airlines, Inc.",Active,2015-10-14T16:57:00.000
9814,N778SK,CRJ-700,Skywest Airlines,Active,2015-10-13T09:34:00.000
9813,N106FE,B767-300,Federal Express,Active,2015-10-11T21:49:00.000
9812,N498CA,CRJ-200,Skywest Airlines,Active,2015-10-11T21:23:00.000
9811,N176DZ,B767-300,Delta Air Lines,Active,2015-10-10T14:28:00.000
9810,N478UA,A320-200,United Airlines,Active,2015-10-10T09:02:00.000
9809,N944JT,A321-200,JetBlue Airways,Active,2015-10-09T14:32:00.000
9808,N946JL,A321-200,JetBlue Airways,Active,2015-10-09T12:03:00.000
9807,N844DN,B737-900,Delta Air Lines,Active,2015-10-08T17:25:00.000
9806,N964JB,A321-200,JetBlue Airways,Active,2015-10-07T07:31:00.000
9805,N189DN,B767-300,Delta Air Lines,Active,2015-10-06T19:10:00.000
9804,N315US,A320-200,Delta Air Lines,Active,2015-10-06T15:37:00.000
9803,N706SK,CRJ-700,Skywest Airlines,Active,2015-10-05T20:19:00.000
9802,HP-1848,B737-800,"COPA Airlines, Inc.",Active,2015-10-02T14:59:00.000
9801,HP-1834,B737-800,"COPA Airlines, Inc.",Active,2015-10-02T09:10:00.000
9800,N764SK,CRJ-700,Skywest Airlines,Active,2015-10-02T09:06:00.000
9799,HP-1831,B737-800,"COPA Airlines, Inc.",Active,2015-10-01T08:42:00.000
9798,N651GT,B767-200,DHL Express (USA),Active,2015-09-29T14:50:00.000
9797,ZK-OKB,B777-200,Air New Zealand,Active,2015-09-28T10:56:00.000
9796,B16723,B777-300,EVA Airways,Active,2015-09-28T00:25:00.000
9795,HP1835,B737-800,"COPA Airlines, Inc.",Active,2015-09-27T09:27:00.000
9794,HP-1845,B737-800,"COPA Airlines, Inc.",Active,2015-09-26T16:21:00.000
9793,N381VA,A320-200,Virgin America,Inactive,2015-09-25T16:36:00.000
9792,HP-1824,B737-800,"COPA Airlines, Inc.",Active,2015-09-25T08:17:00.000
9791,HP-1725,B737-800,"COPA Airlines, Inc.",Active,2015-09-24T13:42:00.000
9785,YV560T,A300-600,Total Airport Services,Active,2015-09-23T17:12:00.000
9784,HP-1838,B737-800,"COPA Airlines, Inc.",Active,2015-09-23T08:49:00.000
9783,N351NW,A320-200,Delta Air Lines,Active,2015-09-22T21:35:00.000
9782,N923JB,A321-200,JetBlue Airways,Active,2015-09-22T17:52:00.000
9781,HP-1846,B737-800,"COPA Airlines, Inc.",Active,2015-09-22T09:36:00.000
9780,N542KD,MD-11,Asiana Airlines,Active,2015-09-21T22:05:00.000
9779,HP-1844,B737-800,"COPA Airlines, Inc.",Active,2015-09-21T09:27:00.000
9778,N938AT,DC9-30,Delta Air Lines,Active,2015-09-19T15:04:00.000
9777,CFPIJ,B767-300,Total Airport Services,Active,2015-09-19T13:58:00.000
9776,N703SK,CRJ-700,Skywest Airlines,Active,2015-09-19T09:07:00.000
9775,N929JB,A321-200,JetBlue Airways,Active,2015-09-19T04:40:00.000
9774,N169UW,A330-200,US Airways,Inactive,2015-09-18T21:38:00.000
9773,HP-1825,B737-800,"COPA Airlines, Inc.",Active,2015-09-18T11:54:00.000
9772,HP-1832,B737-800,"COPA Airlines, Inc.",Active,2015-09-17T09:01:00.000
9771,CFGAJ,B767-300,Total Airport Services,Active,2015-09-15T12:41:00.000
9770,N775UA,B777-200,United Airlines,Active,2015-09-12T20:11:00.000
9769,N837DN,B737-900,Delta Air Lines,Active,2015-09-12T14:58:00.000
9768,N151SY,E175-,Skywest Airlines,Active,2015-09-11T13:41:00.000
9767,N843DN,B737-900,Delta Air Lines,Active,2015-09-10T14:53:00.000
9766,N836DN,B737-900,Delta Air Lines,Active,2015-09-10T14:52:00.000
9765,N603AT,B717-,Delta Air Lines,Active,2015-09-09T14:46:00.000
9764,N832DN,B737-900,Delta Air Lines,Active,2015-09-09T14:42:00.000
9763,N841DN,B737-900,Delta Air Lines,Active,2015-09-08T16:16:00.000
9762,N792SK,CRJ-700,Skywest Airlines,Active,2015-09-08T11:19:00.000
9761,N613AS,B737-700,Alaska Airlines,Active,2015-09-07T21:24:00.000
9760,DAIMD,A380-800,Lufthansa German Airlines,Active,2015-09-07T10:37:00.000
9759,N845DN,B737-900,Delta Air Lines,Active,2015-09-05T15:13:00.000
9758,N440UA,A320-200,United Airlines,Active,2015-09-05T14:21:00.000
9757,N899AT,B717-,Delta Air Lines,Active,2015-09-04T15:32:00.000
9756,N918AX,B777-200,Signature Flight Support,Active,2015-09-04T09:44:00.000
9755,N918AX,B777-200,Swissport USA,Active,2015-09-03T15:37:00.000
9754,JA779A,B777-300,All Nippon Airways,Active,2015-09-01T12:58:00.000
9753,N709JB,A320-200,JetBlue Airways,Active,2015-08-30T15:21:00.000
9752,N947AT,B717-,Delta Air Lines,Active,2015-08-29T17:47:00.000
9751,N459AS,B737-900,Alaska Airlines,Active,2015-08-29T07:44:00.000
9732,C228,A320-200,Air Canada,Active,2015-08-26T09:12:00.000
9731,N586JB,A320-200,JetBlue Airways,Active,2015-08-25T17:33:00.000
9723,N957AT,B717-,Delta Air Lines,Active,2015-08-22T16:52:00.000
9722,N975AT,B717-,Delta Air Lines,Active,2015-08-21T16:18:00.000
9721,N971UY,A321-200,US Airways,Inactive,2015-08-21T14:38:00.000
9720,N582UW,A321-200,US Airways,Inactive,2015-08-20T22:56:00.000
9719,N828DN,B737-900,Delta Air Lines,Active,2015-08-19T15:42:00.000
9718,N67846,B737-900,United Airlines,Active,2015-08-18T20:39:00.000
9717,N66814,B737-900,United Airlines,Active,2015-08-18T20:38:00.000
9716,B2487,B747-8F,Air China,Active,2015-08-18T18:11:00.000
9715,N927UW,A321-200,US Airways,Inactive,2015-08-18T01:03:00.000
9714,N904AR,B747-400,Centurion Cargo Airlines,Active,2015-08-17T11:48:00.000
9713,N994AT,B717-,Delta Air Lines,Active,2015-08-15T16:32:00.000
9712,N419AS,B737-900,Alaska Airlines,Active,2015-08-14T21:47:00.000
9711,N966AT,B717-,Delta Air Lines,Active,2015-08-14T19:05:00.000
9700,N928AT,DC9-30,Delta Air Lines,Active,2015-08-08T15:56:00.000
9699,B2486,B747-8F,Air China,Active,2015-08-08T13:11:00.000
9698,N709BR,CRJ-200,Skywest Airlines,Active,2015-08-08T11:09:00.000
9697,N431AS,B737-900,Alaska Airlines,Active,2015-08-08T07:59:00.000
9696,N983AT,B717-,Delta Air Lines,Active,2015-08-07T17:20:00.000
9695,N459AS,B737-900,Alaska Airlines,Active,2015-08-07T15:51:00.000
9694,N918US,A321-200,US Airways,Inactive,2015-08-06T23:41:00.000
9693,N133SY,EMB-170,Skywest Airlines,Active,2015-08-06T17:48:00.000
9692,C212CA,A320-200,Air Canada,Active,2015-08-05T10:47:00.000
9691,N702BR,CRJ-200,Skywest Airlines,Active,2015-08-04T18:49:00.000
9679,N990AT,B717-,Delta Air Lines,Active,2015-08-01T16:16:00.000
9678,N981AT,DC9-30,Delta Air Lines,Active,2015-07-31T15:46:00.000
9677,N954AT,B717-,Delta Air Lines,Active,2015-07-30T17:48:00.000
9676,N390HA,A330-200,Hawaiian Airlines,Active,2015-07-29T11:43:00.000
9675,HB-JMJ,A340-300,Swiss International,Active,2015-07-28T10:32:00.000
9674,N776UA,B777-200,United Airlines,Active,2015-07-28T08:38:00.000
9673,N968AT,B717-,Delta Air Lines,Active,2015-07-26T16:36:00.000
9672,N791SK,CRJ-700,Skywest Airlines,Active,2015-07-26T14:01:00.000
9671,N935JB,A321-200,JetBlue Airways,Active,2015-07-25T08:49:00.000
9664,N797SK,CRJ-700,Skywest Airlines,Active,2015-07-23T13:09:00.000
9663,B2725,B787-8,China Southern,Active,2015-07-22T10:07:00.000
9662,ZK-OKE,B777-200,Air New Zealand,Active,2015-07-21T11:36:00.000
9661,C637AC,B767-300,Air Canada,Active,2015-07-20T07:45:00.000
9660,N917UW,A321-200,US Airways,Inactive,2015-07-19T05:58:00.000
9659,N073TW,B757-200,Delta Air Lines,Active,2015-07-18T17:58:00.000
9658,N710SY,B737-700,Sun Country Airlines,Active,2015-07-18T15:42:00.000
9657,N595JB,A320-100,JetBlue Airways,Active,2015-07-17T16:48:00.000
9656,N985AT,B717-,Delta Air Lines,Active,2015-07-17T15:43:00.000
9655,N715JB,A320-100,JetBlue Airways,Active,2015-07-16T22:25:00.000
9654,N564JB,A320-100,JetBlue Airways,Active,2015-07-16T21:13:00.000
9653,N922AT,DC9-30,Delta Air Lines,Active,2015-07-16T15:51:00.000
9652,N145SY,E175-,Skywest Airlines,Active,2015-07-14T14:21:00.000
9651,N741CK,B747-400,Kalitta Air,Active,2015-07-13T15:17:00.000
9636,N919AT,DC9-30,Delta Air Lines,Active,2015-07-11T16:05:00.000
9635,N752SK,CRJ-700,Skywest Airlines,Active,2015-07-11T15:58:00.000
9634,N590JB,A320-200,JetBlue Airways,Active,2015-07-11T15:26:00.000
9633,N815SY,B737-800,Sun Country Airlines,Active,2015-07-11T13:40:00.000
9632,N905JB,A321-200,JetBlue Airways,Active,2015-07-11T07:29:00.000
9631,N608AT,B717-,Delta Air Lines,Active,2015-07-10T17:19:00.000
9612,N921US,A321-200,US Airways,Inactive,2015-07-07T05:39:00.000
9611,N143SY,E175-,Skywest Airlines,Active,2015-07-06T09:24:00.000
9597,N703AV,A319-,"TACA International Airlines, S.A.",Active,2015-07-04T21:18:00.000
9596,N967AT,B717-,Delta Air Lines,Active,2015-07-04T15:50:00.000
9595,N365SW,B737-300,Southwest Airlines,Active,2015-07-04T14:11:00.000
9594,N824NN,B737-800,American Airlines,Active,2015-07-03T20:36:00.000
9593,N532AS,B737-800,Alaska Airlines,Active,2015-07-02T22:37:00.000
9592,N933AT,B717-,Delta Air Lines,Active,2015-07-02T16:46:00.000
9591,N893AT,B717-,Delta Air Lines,Active,2015-07-01T17:15:00.000
9575,N838DN,B737-900,Delta Air Lines,Active,2015-06-29T17:48:00.000
9574,N403KZ,B747-400,Kalitta Air,Active,2015-06-28T13:55:00.000
9573,N896AT,B717-,Delta Air Lines,Active,2015-06-27T16:19:00.000
9572,N374HA,A330-200,Hawaiian Airlines,Active,2015-06-25T17:51:00.000
9571,N598JB,A320-200,JetBlue Airways,Active,2015-06-25T16:50:00.000
9557,N779SK,CRJ-700,Skywest Airlines,Active,2015-06-23T20:33:00.000
9556,N7714B,B737-700,Southwest Airlines,Active,2015-06-23T16:44:00.000
9555,C220AC,A320-200,Air Canada,Active,2015-06-23T12:08:00.000
9554,C238AC,A320-200,Air Canada,Active,2015-06-22T09:26:00.000
9553,N987AT,DC9-30,Delta Air Lines,Active,2015-06-20T17:21:00.000
9552,N945JT,A321-200,JetBlue Airways,Active,2015-06-20T11:37:00.000
9551,OY-KBI,A330-300,SAS Airlines,Active,2015-06-19T21:56:00.000
9542,N7716A,B737-700,Southwest Airlines,Active,2015-06-15T15:03:00.000
9541,N9552,MD-90-30,Delta Air Lines,Active,2015-06-14T17:37:00.000
9540,N977AT,B717-,Delta Air Lines,Active,2015-06-13T17:36:00.000
9539,N7734H,B737-700,Southwest Airlines,Active,2015-06-13T12:33:00.000
9538,N7711N,B737-700,Southwest Airlines,Active,2015-06-12T14:23:00.000
9537,927UW,A321-200,US Airways,Inactive,2015-06-12T05:27:00.000
9536,N746CK,B747-200,Kalitta Air,Active,2015-06-10T06:47:00.000
9535,N124SY,E175-,Skywest Airlines,Active,2015-06-08T11:16:00.000
9534,N209,A320-100,Frontier Airlines,Active,2015-06-07T20:54:00.000
9533,N214FR,A320-200,Frontier Airlines,Active,2015-06-07T20:32:00.000
